DEPTH_LSF,UCAV,GR_RAB,GRMA,RHON,BPHI,TNPH,RES_BD,P16B,A40B,VSH,VCO
3.1524,8.9112045,50.56672,33.80507,1.6046076666666667,60.99701666666667,57.96605,0.8918235,0.9770974166666667,1.2220095,,1557.05
3.1828,8.869075,50.29058,34.02897,1.601983,60.3118,56.6177,0.8452424,0.9615031,1.225926,,1558.0
3.2133,8.903812833333333,50.18517,34.02667,1.6011633333333333,60.7879,57.39686666666667,0.8644350166666667,0.9590489166666667,1.2286473333333334,,1558.95
3.2336,8.938550666666668,50.132485,34.02552,1.6003436666666666,61.263999999999996,58.176033333333336,0.8836276333333333,0.9565947333333333,1.2313686666666668,,1559.9
3.2438,8.9732885,50.0798,34.02437,1.599524,61.7401,58.9552,0.90282025,0.9541405500000001,1.2340900000000001,,1560.5166666666669
3.2743,9.008026333333333,49.97417,34.02206,1.5987043333333333,62.2162,59.734366666666666,0.9220128666666667,0.9516863666666667,1.2368113333333333,,1561.1333333333334
3.3048,9.042764166666668,49.8688,34.01976,1.5978846666666666,62.692299999999996,60.513533333333335,0.9412054833333333,0.9492321833333334,1.2395326666666666,,1561.7500000000002
3.3352,9.077502,49.76334,34.01731,1.597065,63.1684,61.2927,0.9603981,0.946778,1.242254,,1562.3666666666668
3.3657,9.089845500000001,49.6221,33.87581,1.5948368333333334,63.1139,61.084500000000006,1.0005994166666667,0.9497979666666667,1.2418501666666666,,1562.9833333333333
3.386,9.102189000000001,49.551375,33.804950000000005,1.5926086666666666,63.0594,60.8763,1.0408007333333333,0.9528179333333333,1.2414463333333332,,1563.6000000000001
3.3962,9.1145325,49.48065,33.73409,1.5903805,63.0049,60.6681,1.08100205,0.9558379,1.2410425,,1564.5666666666666
3.4267,9.126876,49.33941,33.59259,1.5881523333333334,62.9504,60.459900000000005,1.1212033666666668,0.9588578666666667,1.2406386666666667,,1565.5333333333335
3.4572,9.1392195,49.19823,33.45115,1.5859241666666666,62.8959,60.2517,1.1614046833333334,0.9618778333333333,1.2402348333333333,,1566.5
3.4876,9.151563,49.05704,33.31009,1.583696,62.8414,60.0435,1.201606,0.9648978,1.239831,,1567.4666666666665
3.5181,9.156120166666666,48.97517,33.67719,1.584429,62.934583333333336,60.244550000000004,1.225721,0.972935,1.2395061666666667,,1568.4333333333334
3.5384,9.160677333333332,48.934165,33.861019999999996,1.585162,63.027766666666665,60.4456,1.249836,0.9809722,1.2391813333333332,,1569.3999999999999
3.5486,9.165234499999999,48.89316,34.04485,1.5858949999999998,63.12095,60.64665,1.2739509999999998,0.9890094,1.2388564999999998,,1569.6999999999998
3.5791,9.169791666666667,48.81129,34.41194,1.586628,63.214133333333336,60.8477,1.298066,0.9970466,1.2385316666666666,,1569.9999999999998
3.6096,9.174348833333333,48.72944,34.77887,1.587361,63.307316666666665,61.04875,1.322181,1.0050838,1.2382068333333334,,1570.3
3.64,9.178906,48.64764,35.14579,1.588094,63.4005,61.2498,1.346296,1.013121,1.237882,,1570.6
3.6705,9.171835,48.66606,35.27949,1.5935906666666666,63.7731,62.25248333333333,1.2890601666666666,1.018579,1.2399566666666666,,1570.8999999999999
3.6908,9.164764,48.675285,35.34644,1.5990873333333333,64.1457,63.25516666666667,1.2318243333333332,1.0240369999999999,1.2420313333333333,,1571.1999999999998
3.701,9.157693,48.68451,35.41339,1.6045839999999998,64.5183,64.25785,1.1745884999999998,1.029495,1.244106,,1570.8999999999999
3.7315,9.150622,48.70293,35.54708,1.6100806666666665,64.8909,65.26053333333334,1.1173526666666667,1.034953,1.2461806666666666,,1570.6
3.762,9.143551,48.72135,35.68071,1.6155773333333332,65.2635,66.26321666666666,1.0601168333333333,1.040411,1.2482553333333333,,1570.2999999999997
3.7924,9.13648,48.73972,35.81449,1.621074,65.6361,67.2659,1.002881,1.045869,1.25033,,1569.9999999999998
3.8229,9.09714,48.66398,36.09782,1.6261983333333332,65.1607,66.62961666666666,1.085375,1.0487318333333333,1.2525435,,1569.6999999999998
3.8432,9.0578,48.626050000000006,36.23971,1.6313226666666667,64.6853,65.99333333333334,1.167869,1.0515946666666667,1.254757,,1569.3999999999999
3.8534,9.018460000000001,48.58812,36.3816,1.636447,64.2099,65.35705,1.250363,1.0544575,1.2569705,,1568.4499999999998
3.8839,8.97912,48.51239,36.66494,1.6415713333333333,63.734500000000004,64.72076666666666,1.332857,1.0573203333333332,1.259184,,1567.5
3.9144,8.939779999999999,48.43668,36.94815,1.6466956666666668,63.259100000000004,64.08448333333334,1.415351,1.0601831666666666,1.2613975,,1566.55
3.9448,8.90044,48.361,37.2316,1.65182,62.7837,63.4482,1.497845,1.063046,1.263611,,1565.6000000000001
3.9753,8.9513495,48.43074,37.77682,1.6533581666666668,62.53508333333333,63.06693333333333,1.4936528333333334,1.0679433333333332,1.2643005,,1564.65
3.9956,9.002259,48.46552,38.048775,1.6548963333333333,62.28646666666667,62.68566666666667,1.4894606666666668,1.0728406666666666,1.26499,,1563.7
4.0058,9.0531685,48.5003,38.32073,1.6564345,62.037850000000006,62.3044,1.4852684999999999,1.077738,1.2656795,,1563.7
4.0363,9.104078,48.5699,38.86487,1.6579726666666668,61.789233333333335,61.92313333333333,1.4810763333333332,1.0826353333333334,1.266369,,1563.7
4.0668,9.1549875,48.63947,39.40878,1.6595108333333333,61.540616666666665,61.54186666666667,1.4768841666666666,1.0875326666666667,1.2670585,,1563.7
4.0972,9.205897,48.70903,39.95298,1.661049,61.292,61.1606,1.472692,1.09243,1.267748,,1563.7
4.1277,9.1786925,48.64237,40.75335,1.6619241666666666,61.44891666666667,61.49751666666667,1.4234689999999999,1.0946615,1.2682506666666669,,1563.7
4.148,9.151488,48.609120000000004,41.152564999999996,1.6627993333333333,61.60583333333334,61.83443333333334,1.3742459999999999,1.0968930000000001,1.2687533333333334,,1563.7
4.1582,9.1242835,48.57587,41.55178,1.6636745,61.76275,62.171350000000004,1.3250229999999998,1.0991245,1.269256,,1564.6333333333332
4.1887,9.097078999999999,48.50935,42.35055,1.6645496666666666,61.919666666666664,62.508266666666664,1.2758,1.101356,1.2697586666666667,,1565.5666666666668
